group_name,subgenre,country,cat_front_gender,num_bpm_pref,num_growl_tolerance,num_blastbeat_tolerance,num_distortion_preference,num_tempo_variability,num_aggressivity_score,num_speed_score,num_heaviness_score,num_chain_listen_hours,num_riff_complexity_score,num_time_signature_complexity,num_song_length_avg,num_nb_bands_known,num_nb_subgenres_known,num_nb_albums_per_month,num_reading_hours_music,num_research_hours_music,num_youtube_gear_hours,num_theory_level,num_concerts_per_year,num_festivals_per_year,num_mosh_participation,num_crowdsurf_count,num_bruises_after_concert,num_decibels_tolerance,num_travel_for_festival_km,num_money_spent_concerts,num_nb_tour_merch_items,num_hearing_loss_risk_score,num_streaming_hours,num_social_media_hours,num_music_discovery_hours,num_spotify_discover_like_rate,num_yt_comment_rate,num_instagram_posts_music,num_discord_server_activity,num_playlist_creation_rate,num_audio_gear_spending,num_nb_headphones_owned,num_noise_var01,num_noise_var02,num_noise_var03,num_noise_var04,num_noise_var05,num_noise_var06,num_noise_var07,num_noise_var08,num_noise_var09,num_noise_var10,cat_subgenre_main,cat_subgenre_secondary,cat_favorite_band,cat_favorite_label,cat_favorite_instrument,cat_vocal_preference,cat_drumming_style,cat_guitar_style,cat_production_preference ,cat_music_platform,cat_clothing_style,cat_shoes,cat_festival_type,cat_mosh_preference ,cat_hair_length,cat_music_consumption_device,cat_listening_context,cat_record_collection_size,cat_tv_shows_pref,cat_social_presence,cat_fav_color,cat_spiritual_theme_pref,cat_lyric_style,cat_merch_preference,cat_art_style,cat_gig_pref,cat_social_metal_subculture,cat_spotify_usage,cat_favorite_era,cat_main_activity_at_concert,Unnamed: 83,cat_intensity_profile,cat_technicite_profile,cat_live_engagement,cat_digital_profile,cat_segment_label,cat_noise_var01,cat_noise_var02,cat_noise_var03,cat_noise_var04,cat_noise_var05,cat_noise_var06,cat_noise_var07,cat_noise_var08,cat_noise_var09,cat_noise_var10
Cadaveria,black metal,italy,female,162.43902664258806,5.655632627814208,7.075435957499703,7.445743369408211,7.981105223445231,5.849724078470027,7.359376154173055,6.546436833714405,6.092004798314177,6.440974653358269,6.722050922996779,2.5,99.36135457956327,5.047102829195829,5.214025200351361,5.414576586808806,4.667686289697044,3.85849522682372,6.121222325080552,3.0,0.0,4.247913303654624,0.0,3.036887243018744,4.7301829695782995,352.3098034988503,377.86547594275817,1.0,4.575840756868375,5.827134617750075,5.586453215121069,2.406510985615781,5.750591841175222,0.0,0.0,0.37704365020401087,4.66456959730383,417.5741627462718,1.3393030142986722,-1.261123731347135,0.22687301801273724,-0.37723567409627334,-0.23971377853080178,0.5452422044284568,0.17461184750120493,-1.6306576222494007,2.097510614044568,0.8369227856241259,0.973740293431332,black metal,black metal,Mental Cruelty,underground,bass,scream,blast,atmospheric,raw,bandcamp,corpse_paint,boots,both,full,medium,speakers,home,large,none,lurker,black,occult,abstract,patches,nature,small_venue,elitist,playlists,old_school,contemplate,,high,mid,regular,casual,B,Z,Y,Y,Z,Z,W,X,X,Y,X
Cane Hill,heavy metal,usa,male,126.08399471701897,7.720381663444959,6.653510774803328,5.060007050827188,4.722517814390439,6.9799780160266405,7.294425784453419,6.134783988840209,5.377776419405777,7.339426704944587,7.669649417879569,4.250447088396334,111.19079714866419,6.0159110620567136,5.90034113662957,3.3676130027770594,5.763347683966671,3.520958999887914,7.44321842157158,7.0,0.0,7.194878333072054,2.0,6.016810017661506,7.150800868751606,784.9113315510763,858.190356651198,2.0,7.094781860975666,8.8436382509597,9.223532897429063,7.674819996330898,8.706272530642446,3.0539279396315946,4.103359931374891,3.2357884928006477,5.765703843624121,825.7168602177156,5.648727941346398,-0.2161722233219656,1.0128137051953732,-0.9615653911218296,0.05261207591138063,-1.0034794095040838,-0.26224685853694674,1.4107628543122044,-1.7618169609361978,-0.4349584991361448,-0.5592364333949937,heavy metal,industrial metal,Aborted,major,bass,clean,ambient,riff_based,modern,spotify,streetwear,sneakers,outdoor,light,short,bluetooth_speaker,work,large,sci_fi,content_creator,black,sci_fi,emotional,tshirts,cyberpunk,arena,open_minded,playlists,modern,film,,high,high,intense,active,D,Y,X,Y,Z,Z,Y,Z,Y,Y,Z
Carnifex,deathcore,usa,male,172.79195231152477,8.970017363669617,8.041695416236063,6.964050398442016,5.044706901394147,7.704201975007288,9.277496018366916,8.425531988189825,7.100431941222868,5.685917955003001,7.557174451301998,4.02986636967986,111.1173200778366,8.391058909704018,5.112671127621421,5.527343168286201,5.27971899544789,3.9008284535743862,6.142181889576028,7.0,0.0,7.757581155530892,3.0,3.8895913815092165,7.889112899603866,588.6747582014499,594.1087539720654,5.0,4.1021375630929775,7.349944724068071,5.031757503002268,3.241146873890296,3.8802328919899303,1.4354564796795901,0.0,0.010246342316443613,3.209833477515818,371.5372592657964,1.598106685682536,0.10140003340525669,0.4307192564699845,-0.1499356004675666,-0.8653776604065087,-1.421728741448699,2.4459786114380284,-0.7743519008881833,-0.3461620686346983,-0.2490347059438028,0.10768631949496932,deathcore,deathcore,Extermination Dismemberment,underground,drums,scream,groove,chugging,raw,spotify,battle_jacket,sneakers,both,full,shaved,headphones,gym,small,metal_docs,lurker,black,gore,storytelling,hoodies,cyberpunk,small_venue,open_minded,playlists,old_school,drink,,extreme,mid,intense,casual,A,X,X,Z,Y,W,Z,X,W,W,Y
Cattle Decapitation,deathgrind,usa,male,196.6779921939952,9.845661702183037,8.412976603516407,6.703531156600264,4.5799951568739665,7.3089140365566925,5.833886968339035,7.7576645636012564,4.360763915750988,6.385218561061966,5.84725391220795,3.4241976259039606,93.94623655686996,7.22845603060183,3.221458841591901,4.090720012712046,3.7041455741809584,3.426055627194543,5.102544192074474,7.0,0.0,8.227637054291792,10.0,4.540976445064599,8.019988059204143,829.9890647050103,917.4806901128962,11.0,6.530664581719942,5.45433621749126,5.055050143789909,3.603413068188841,4.762622006515207,0.7154536780598068,0.04310189182814694,1.136838234010039,4.849090433674169,346.59982202817594,2.8162970561199767,0.2294564744446623,0.16673516963335916,-0.5623683829231909,0.7166310664731552,-0.18847341037356372,1.3050104888464247,1.0260719701535328,1.264779847050035,-1.1297953982960518,-0.6477276430783137,deathgrind,deathgrind,Employed To Serve,underground,bass,growl,blast,riff_based,raw,bandcamp,hoodie_black,vans,outdoor,full,long,headphones,home,medium,anime,lurker,other,gore,storytelling,hoodies,cyberpunk,arena,open_minded,discover_weekly,2000s,drink,,high,mid,extreme,casual,A,W,Z,Z,X,W,X,X,W,Y,Y
Cerebral Bore,brutal death metal,scotland,female,194.62974967888357,8.754934244876305,8.164017609603764,9.366413050144752,7.226579903345158,9.703209860931729,8.333031704504027,8.427314827431392,6.826211101799693,8.813355656568861,6.8102277397190205,5.578844910258129,121.7143492664303,7.117295311609866,5.693485712782184,4.405672161131955,5.006690609885923,4.601550793774157,8.27368099860575,6.0,0.0,9.045508351738455,4.0,4.250196838826104,8.292750190324025,837.3631182798262,788.2153655548514,1.0,7.2065095576355125,7.805403808014073,7.873964329903413,5.016597692968152,6.495167847845167,3.410056100828727,2.357803471780293,1.7720976363369692,5.277607178891033,768.5520953755613,4.5208722430208566,0.4695363670158261,-0.796957653281206,-1.0110326867032555,1.3666791787182826,0.41097110903001155,-0.7210621147987927,-0.6213766080475112,-1.4469455214256013,-0.6483584136249257,0.39798455756288165,brutal death metal,technical death metal,System Of A Down,underground,drums,growl,ambient,atmospheric,polished,physical,hoodie_black,sneakers,outdoor,full,long,amp_stack,gym,medium,anime,lurker,other,gore,gore,hoodies,brutal,arena,open_minded,albums,2000s,mosh,,extreme,high,intense,active,A,Y,W,Z,Y,X,X,X,Y,Y,Z
Code Orange,heavy metal,germany,male,147.05377529067903,6.7081514322628095,4.841467533775889,5.979175442327535,4.784023134024797,5.617330018855796,3.5728957915026243,7.524447098259782,4.627562936881313,7.069997012503729,7.495191603613879,4.940353857785222,74.91352059917217,5.4772947613517315,5.278354684814394,4.090607911295111,5.710314975129274,5.342151022612668,6.986571480512391,7.0,1.0,7.851892833539026,1.0,4.642766390210016,5.058267983981593,710.7458608814915,696.1869182713745,3.0,4.2735971677899816,9.758560184951252,9.01397357095333,5.9989553025536075,6.953366415269197,5.255459825244648,2.8136559551242843,4.854280435634157,4.734588321122748,1023.4763615015227,5.875710921345371,0.9213301978776851,0.8671818141120127,1.892168830399606,1.6244978459567558,-1.6407346102868243,-0.2736150547046242,-0.6255046518957602,0.5666839069710864,1.7581109162143385,-0.6519090880198202,heavy metal,metalcore,Code Orange,major,vocals,clean,groove,chugging,polished,apple_music,streetwear,sneakers,outdoor,full,medium,headphones,gym,small,sitcom,lurker,purple,other,political,vinyls,modern,small_venue,casual,discover_weekly,modern,listen,,mid,mid,intense,active,D,W,Y,X,W,Y,W,X,X,W,Z
Conjurer,black metal,usa,male,200.81154746748976,8.303732326771367,10.0,8.786100302334898,8.054635654540796,8.503280363718087,8.708306436763712,8.073800507658037,5.480269759285484,3.847025610103141,5.855064258561955,2.951614300518395,97.08595959362144,5.029799524023167,5.117888078522146,2.598316301416101,1.8555229336864336,2.47677220026898,5.697425632767054,2.0,2.0,5.357076754142975,1.0,1.9815522921302486,5.710552719562824,409.6579297660088,509.25201984128506,2.0,3.817211973749994,7.853722482220916,4.650421444562642,3.2984903797523133,5.19065300685094,0.0,0.0,1.5684492418446734,2.5232260974890295,466.7547206239732,2.034406744191616,-0.6921540716928671,-3.131904818744181,0.4664928167495073,0.20336452469571042,0.7045764170575515,-0.21424454337091037,1.2131232504654668,1.2214722002075706,0.07292489171713287,-0.6869284998617177,black metal,black metal,Déluge,underground,vocals,shriek,blast,riff_based,raw,bandcamp,all_black,sneakers,indoor,full,medium,amp_stack,forest,large,horror,lurker,black,pagan,abstract,tshirts,minimalist,festival,elitist,playlists,90s,contemplate,,extreme,mid,regular,casual,B,Z,W,Y,Z,W,Z,Y,Y,Y,X
Converge,metalcore,usa,male,134.2672772693444,5.78290885876526,4.484093982930132,5.11255130014158,6.2388698643710665,5.838864571503176,6.020047063218219,5.780783925265227,4.696128480181964,5.744106281025508,6.366881339247465,2.5,92.18215868381576,5.994852172830315,3.0454669340166602,4.588415971679646,4.659062049637651,3.5417988225484383,8.02901748290686,6.0,3.0,7.4528464252028215,2.0,3.8873033110925967,5.730026135509972,674.7284366088886,859.821582296329,3.0,6.953023910411631,9.04782430608387,9.527652892246454,5.81405736917076,7.933314681964663,2.880149744722565,2.844621621552929,3.742259979523351,5.805262613048589,861.7782211189541,4.721150501048052,-0.6830756072090113,0.382845708865145,0.5723951080293523,0.5743542832792355,0.7633388475315999,0.14587197828259946,0.9938846034779243,0.07822881435683716,-1.0023077666505982,0.4134732931055044,metalcore,metalcore,System Of A Down,underground,vocals,growl,groove,ambient,modern,apple_music,streetwear,sneakers,outdoor,full,medium,speakers,gym,small,anime,lurker,purple,other,emotional,hoodies,modern,festival,open_minded,albums,modern,film,,high,mid,intense,active,D,X,Y,W,X,Y,X,W,Z,X,X
Crescent Lament,symphonic gothic metal,taiwan,female,150.89241202389877,7.750858990753668,3.2733606381542732,5.290512268867342,3.5133065359808255,6.24671159944923,6.931673243873444,4.088690011473622,4.865566279373563,9.611104838802346,10.0,5.842586136195833,130.95325072163936,7.546264090548975,5.282286273665238,6.597596725422773,6.554057951042136,5.757635511748094,9.294771247629601,4.0,0.0,4.031987727018176,0.0,5.506484193901077,6.9370760882921685,1135.374479734638,842.6413895922899,3.0,5.945303484909468,7.219628558566578,6.126596149920822,4.82089444410483,5.220207704966888,4.444650280021191,2.234722461616815,2.333191290015894,4.364262769399644,754.4257481731952,3.660241765679471,1.4508566797431588,2.5703219809445987,0.8833995689324271,-0.15355032217003803,0.046976196299497744,-0.7012259926314353,0.20866589896398288,0.5502630709401326,-0.3147719499179916,-0.13771144078056718,symphonic gothic metal,symphonic gothic metal,Signs of the Swarm,indie,bass,clean,technical,ambient,polished,apple_music,casual_jeans,vans,indoor,light,long,headphones,home,small,metal_docs,active,blue,philosophical,philosophical,vinyls,surreal,small_venue,experimental,albums,90s,analyse,,high,high,intense,active,C,Z,X,Y,W,Y,Z,W,Z,X,W
Darkened Nocturn Slaughtercult,black metal,germany,female,159.39184091263698,6.3194315284583364,8.792139000914402,7.039452979280676,7.077135880333332,6.686015350251365,8.368836398623628,5.78699465392303,4.021738860546408,5.141029495192327,6.4266780038388065,4.374804464735035,84.2354476312353,6.230839324356564,5.068982305125982,3.0536180982091974,6.156920753169353,3.759390510961264,7.128502275029183,8.0,0.0,5.637068146692571,0.0,1.4519497619195632,6.347358431299223,471.54986445065697,486.4392311171287,0.0,3.837690058223831,6.433370657906643,5.624643354756014,4.437817046379991,6.784166769288474,2.2563908551932785,2.292578141695418,2.442249842369897,3.9698203649162633,653.5601707861753,2.901166736071577,0.7709815891931486,-1.508373387331847,0.7710362167598054,0.5280186796945225,-0.8676236302270486,0.43881652336169663,0.7611505498063198,1.7609023861276074,-1.5974276211665621,-1.927521135716747,black metal,melodic black metal,Darkened Nocturn Slaughtercult,underground,drums,shriek,groove,riff_based,raw,spotify,all_black,vans,outdoor,none,shaved,headphones,commute,small,metal_docs,lurker,black,occult,abstract,patches,nature,festival,elitist,albums,90s,contemplate,,high,mid,regular,casual,B,Y,Z,X,Y,Y,X,X,W,Y,W
Déluge,post black metal,france,male,172.12045632694802,7.226966900806705,10.0,8.21470846148002,9.729527198535237,8.526748249510192,8.87086404498403,7.90501557227531,4.820766878006469,5.925684036265436,6.042305513615144,4.287872207501626,89.54726965714272,6.361915909575619,4.450158495097961,4.200790870064272,4.824838392153521,5.406212054153631,5.707935518452282,3.0,3.0,6.357600027049444,1.0,2.7791947349118384,6.630718000106279,766.2330635116135,575.2658207118311,4.0,6.0935270318182155,6.095134113288461,5.579746941832464,0.8440019993807,3.6512998903505793,0.0,0.0,0.0,3.393019232155098,0.0,0.45713981138975024,-0.3907709421333212,-0.241369454701366,-0.4131099527967148,0.3139651524992144,-0.979378004189292,1.4520881320393144,-0.28855278025639997,1.9484265541011465,-1.0141596921402123,-1.4555569213120896,post black metal,post black metal,Carnifex,underground,guitar,shriek,blast,tremolo,raw,spotify,all_black,boots,indoor,light,short,amp_stack,home,large,metal_docs,lurker,black,pagan,abstract,tshirts,occult,small_venue,elitist,playlists,modern,listen,,extreme,mid,intense,casual,B,X,W,X,Z,Y,X,W,X,Z,W
Devangelic,brutal death metal,italy,male,198.0337002396841,8.539634565771847,8.082929508350869,8.427189828891503,5.860418008908487,8.920444802237943,7.987837696403302,7.802346097623559,4.5672447755222745,6.959974130140796,5.064184502362956,4.442279372641029,94.04677541020354,5.914994513732676,3.012042021386515,3.4819443013749654,5.342002176690425,3.212449855163288,4.971831806339205,8.0,2.0,7.869654555065001,4.0,5.481754163431655,7.432867565033005,1001.8621461451264,878.5432746508428,6.0,7.372530508851139,3.31096685893767,6.311527584350527,5.272894185571628,3.1695799352127016,0.1444408456996802,0.6918304137747154,0.29564738674864866,4.106266203098709,440.96470840083566,2.3158719073408616,-0.10721116895223676,-0.00791099012472641,0.2725526229714672,0.05826438725148733,1.0259321315802274,-1.3136281090041633,-0.008367627718889919,-0.06196721303448301,1.3603397390464533,-1.1472664914614634,brutal death metal,brutal death metal,MyrKur,underground,guitar,growl,groove,riff_based,raw,spotify,hoodie_black,boots,outdoor,full,short,amp_stack,commute,medium,none,active,black,nihilism,gore,patches,minimalist,arena,open_minded,playlists,2000s,mosh,,high,mid,intense,casual,A,Y,Y,X,X,Z,Y,Z,Y,W,W
DISTANT,netherlands,netherlands,male,167.53641261228705,10.0,7.571282716831338,8.857983964708762,7.628314245661628,10.0,9.993281869997261,10.0,7.111927407757277,7.038298189678811,5.013851243554695,3.2779534378698614,98.05183952983519,4.969132185520478,4.825727206187194,5.582955869648151,4.930331882641291,4.016985701357911,8.405051289094315,7.0,1.0,8.904805434026406,2.0,3.3435029919247743,6.2243552652131395,830.9236058577028,813.0250848822991,2.0,5.193084282636351,5.481682906643871,5.405920399702273,3.872582222275405,5.136193876688997,0.9146032331334804,0.006436346436239027,2.6215425602270503,4.769281980901864,533.3584723848039,3.337814768226269,-0.10271394667489854,-0.4625828140565771,-0.2690304842606603,0.13775369227712947,-1.5112226864959049,-1.128146737092067,-0.6616243924638191,-0.5323778492992332,-0.14248242438660505,-0.8829719061139744,netherlands,death metal,Arch Enemy,underground,drums,scream,blast,riff_based,raw,bandcamp,battle_jacket,boots,indoor,full,long,speakers,home,medium,anime,lurker,red,occult,gore,tshirts,brutal,small_venue,open_minded,discover_weekly,modern,listen,,extreme,mid,intense,casual,A,Z,W,W,Y,Y,Z,Z,Y,X,Y
Dregs,sludge metal,canada,male,104.28296991568484,8.185052005779642,8.940327101764213,8.973326059123858,6.997919160731535,8.99850714348749,8.722893440635843,9.085873302563938,7.143222920507334,8.000078520016908,7.360060143552265,6.008429522918901,109.53569842325494,6.31873988499692,5.4139122609729196,4.033588208375867,5.991384103031612,3.702225564305749,6.747021474382201,7.0,0.0,10.0,6.0,7.655058490251251,9.420859854760403,1167.24551960988,1166.9398326567018,6.0,8.947432717842142,10.0,9.544147346094508,6.873028843869791,8.612296428728769,4.006735631253726,2.956401106917733,6.0814957060798225,4.405549666905495,1040.345355922429,6.803356073709335,0.03157412228138299,1.0363742425589795,0.43846362477666,0.45192228339364876,1.0644704608191784,-0.48315855529730695,0.9040649493002597,-0.9199801110736965,1.890730176101206,0.4144233294786382,sludge metal,brutal death metal,Scelleus,indie,guitar,pig_squeal,technical,riff_based,lofi,bandcamp,hoodie_black,vans,outdoor,none,long,headphones,gym,medium,metal_docs,lurker,black,occult,gore,tshirts,vintage,small_venue,casual,playlists,old_school,mosh,,extreme,high,extreme,hyperactive,A,X,Z,X,W,Y,Z,W,W,Z,W
Electric Callboy,eletronicore,germany,male,140.92498930786903,6.968998449271918,6.045304596780127,6.958022814544885,4.937181500543268,7.303165055449279,6.830134895177448,8.11997179593905,3.8804965500712996,7.695965350073158,6.141610477393233,3.0534222751853974,102.92884664904476,7.018808805974102,4.192147648318257,5.422296286397684,5.365138073947201,3.2030268542744214,5.164425432505866,6.0,0.0,5.1168854883213655,1.0,1.1603534369754231,5.535253509095508,435.76662709304156,718.0376129536853,4.0,1.473292703060002,10.0,9.281646877718359,5.216110595907448,9.186961531310809,5.940415177940672,4.189572319097691,5.658553006194001,6.069982026544867,921.7564762225029,5.763244113925735,0.47268309223861316,0.472451014355301,0.3416908859581642,-0.29415243484556425,-0.1651991591304367,-0.43679556010782966,-0.6934133311673524,0.9769641504287125,-0.09534783849605591,0.21893884707163588,eletronicore,eletronicore,Electric Callboy,major,guitar,clean,technical,chugging,polished,spotify,band_tshirt,sneakers,both,light,medium,bluetooth_speaker,home,small,anime,active,purple,spiritual,emotional,posters,modern,festival,open_minded,playlists,2000s,listen,,high,mid,regular,hyperactive,D,Z,Y,Z,Y,Y,W,Y,X,Y,W
Employed To Serve,metalcore,england,female,146.99149642439667,4.810875806133995,5.159723282729481,6.471861035019679,4.523385118728699,4.928955516403285,6.835783440712507,5.911351757802107,3.881549533343057,7.042556414661214,6.315724028232485,4.52508456415435,79.02493876553402,4.965522798377009,4.553442023108071,4.418507002957284,4.758966343752838,3.8785393994200223,6.628615270639699,11.0,1.0,6.133129685963082,1.0,4.287844054962699,7.2966555259215635,540.2417851985915,819.5271293598648,3.0,3.858206592387819,8.753224164244394,6.0181275693191685,5.690405399359747,7.5498908877402755,3.8880895954339487,3.3473448445541525,5.5904853704343624,6.189584597108403,1071.7690337843446,6.204042186688587,2.534992746099831,0.1523003725473193,-0.3826602608642019,-0.2424967920780333,-0.09583449964285712,1.9984658747459307,1.4851563449378529,-1.3717755577909683,-0.035978696191495935,1.065279371699199,metalcore,eletronicore,Avatar,indie,guitar,mixed,groove,chugging,polished,apple_music,streetwear,vans,both,light,short,headphones,commute,medium,metal_docs,active,purple,sci_fi,emotional,tshirts,modern,arena,open_minded,albums,modern,socialize,,mid,mid,intense,active,D,W,Z,Y,X,X,X,Y,X,Y,W
Enterprise Earth,deathcore,usa,male,178.95371383065466,10.0,8.739396142708268,9.998390810185692,9.78026946831462,9.28248279069762,9.295012838640691,9.890012021051692,8.037428627996299,7.65194926230282,4.26114379448022,3.09423992628442,110.99457925673585,6.373263915438859,4.304113525292407,3.8208783775334476,6.278504564488166,4.551101095813342,7.0354464405788875,7.0,1.0,6.956276258603972,4.0,5.577512505058217,5.772974783091607,1219.2502119648423,850.2110430836559,2.0,7.140688209091402,6.422428264999417,4.839611603570341,3.440206535973938,5.999415265186558,2.499306985503488,0.0,0.0,2.4726434558922463,314.34451679209445,2.925923581120089,0.18975656116265244,0.7972725611692801,-1.3292987229217992,1.7073620136715535,-1.708087705413325,1.0017092200148388,-0.31583416831982436,-0.25257403799120237,0.6408941585421234,0.7528018229417711,deathcore,deathcore,Converge,indie,vocals,growl,blast,riff_based,raw,spotify,hoodie_black,sneakers,outdoor,full,short,amp_stack,commute,large,metal_docs,active,red,occult,storytelling,tshirts,brutal,festival,open_minded,playlists,modern,listen,,extreme,high,intense,casual,A,X,Y,X,X,W,X,Z,Y,Y,X
Entheos,progressive metal,usa,female,121.91433446624889,2.2659933393360423,4.739814786712992,3.364356048723098,6.497640319724034,5.412485216143385,5.165932283479015,4.571457196524013,3.402082501834875,10.0,8.613099696986,4.5153869225557655,116.19235582699261,6.485722907599824,6.783755772086726,5.198816434620134,5.828852215808148,5.007229535339466,7.708447166298043,7.0,0.0,4.324987519268382,2.0,3.506888971124161,5.791565019935096,531.9072654675086,636.7433505210945,3.0,4.701881354141244,9.960384479647745,8.742868861628393,7.263735881502148,8.101485917634122,4.296583797266676,2.8777087005246993,6.051048263829795,5.129186294711955,965.033642721691,5.494178980560905,0.6625981504252507,0.0167507090717422,0.14623705696550768,2.710546768846383,-0.1467166301285866,0.9443223521182641,0.020508564016334337,0.10268977095446595,-2.672587582219401,1.0719029561826579,progressive metal,progressive metal,Brujeria,underground,guitar,scream,blast,riff_based,polished,spotify,casual_jeans,docs,both,full,medium,headphones,commute,medium,sci_fi,lurker,green,sci_fi,political,vinyls,surreal,festival,open_minded,albums,70s_prog,listen,,mid,high,intense,active,C,X,X,W,W,W,Z,Z,X,Y,X
Eths,metalcore,france,female,161.41835661042376,5.31765384207414,6.6287269924643955,4.8064047729056245,5.268280392138161,7.296994527912032,7.281620985870611,6.608015868799768,6.466475761325295,7.615147962346054,8.68286412994098,5.733173017998802,105.82409747693897,7.004446233807334,3.992403620696546,4.549499333264203,6.225052434676277,5.207042399433451,7.4812183901053455,13.0,0.0,7.561657007288894,2.0,4.497791179061901,6.727840514919882,615.3286823467536,737.054200123837,2.0,5.115716008202376,9.661181479488581,7.478994064403339,4.955999104428509,5.736990377828801,2.6191038006223417,2.174352462071465,4.054516100823398,4.364786860755708,806.3965915929432,5.2868869455573755,-1.6864767061901427,3.179864488823514,-0.20426948780729892,-1.2043669485340438,0.6135855160113759,-0.2643656935134005,0.7587280206543343,-0.5030025127187545,0.20493932365357484,0.6083961914591229,metalcore,metalcore,Eths,indie,vocals,mixed,technical,melodic,raw,spotify,band_tshirt,docs,both,light,short,headphones,commute,medium,anime,active,blue,emotional,emotional,hoodies,modern,festival,casual,discover_weekly,old_school,film,,high,high,intense,active,D,X,W,Z,W,Y,W,Z,Z,X,Y
Extermination Dismemberment,slam death metal,belarus,male,197.16133488595392,7.04143843898,6.733500970394796,8.529302908335309,8.632966804278572,7.897194376450143,7.273114773083281,9.946701593263962,7.260283588851754,5.781512937476601,5.3881183483208925,3.6692616129222433,79.48703913986506,5.821276393118881,3.62258881142192,3.260184710635193,5.676434200054434,3.500090476124795,7.649194866021501,10.0,2.0,8.592825139068161,7.0,8.412124070689257,9.623685293178303,1236.495071705476,1071.6144498496512,2.0,10.0,8.518115323598177,6.183647738853188,4.716379879260143,3.9277238831379773,1.1851671999307878,0.0,2.6222501719503244,3.83370900586257,540.1319364944982,2.7312804699719577,-0.484899992778835,0.15134693365674112,-1.8903722477087583,-1.2594712043760588,-1.3364100878519811,-0.2863134067868141,0.023864421189582014,0.2798202650191239,-0.04898648806095168,0.20967930909148969,slam death metal,deathcore,Siege of Power,underground,vocals,growl,blast,melodic,raw,physical,hoodie_black,vans,outdoor,full,long,speakers,commute,small,metal_docs,content_creator,red,occult,abstract,tshirts,cyberpunk,small_venue,elitist,random,modern,mosh,,high,mid,extreme,casual,A,Z,Y,W,X,X,Z,X,Z,X,Z
Face Yourself,deathcore,usa,female,199.9299300342372,9.344561896625123,10.0,10.0,8.206367839973701,9.879906530643439,10.0,7.351180636237858,5.969241643681224,6.619895376128085,6.0661315996558525,4.354540778111186,97.80706925907245,7.616222793739859,4.149814642292715,4.260966992804553,5.356997883840251,3.2550699499629068,5.471664648698582,12.0,1.0,8.97894306068369,3.0,6.839633846991921,9.067959404320776,999.385634387591,1128.4175921981582,3.0,6.856038665356879,8.27350264738508,8.138327616153132,4.331941155465052,7.43052064303404,0.14538614996021204,2.9204924447152876,3.1567147065779917,5.807969441301459,598.9289986256849,3.2645761824544066,1.2288150027166052,0.19528209848970435,0.5076617688887175,-0.9571528278081498,0.4986358672518455,-1.4517054137653986,-0.2979083142853102,2.564513318292758,1.4860388935151474,1.0993517422876555,deathcore,deathcore,Face Yourself,underground,vocals,pig_squeal,technical,chugging,modern,bandcamp,battle_jacket,vans,indoor,none,long,speakers,gym,small,metal_docs,lurker,black,occult,abstract,tshirts,brutal,small_venue,casual,discover_weekly,2000s,film,,extreme,mid,extreme,active,A,W,Z,W,W,Z,Z,W,Z,Z,W
Fat Society,brutal hardcore,france,male,170.42882780893265,9.622355582982472,10.0,7.558191266262858,9.128380708574609,8.767303049068584,9.573256027245034,6.8731439374348495,8.394993133319154,7.318582802602769,5.354841635111448,4.346302759558464,75.53282128060616,6.99027814373608,5.362649017246719,3.662594212174294,6.892686654535753,5.763561785702044,5.573717494725481,8.0,0.0,8.076449787366723,3.0,5.684705121054902,7.690202072557731,1030.493359706952,857.5855287328314,2.0,6.030457478886432,7.406283898469119,6.741639505552366,4.527795433804279,7.5528419395674335,2.7074607367487906,1.9723825742064478,2.8771541381029535,6.15868421029311,602.9131833543473,4.255830675741368,0.40231539135661587,-1.7104680495732754,0.9653421122427754,-0.10328841503855507,0.08901225367902267,0.7817402280478173,-0.03002344780847147,-0.12159859034654243,0.9646793941636173,0.9194127917400996,brutal hardcore,brutal hardcore,Fat Society,underground,drums,pig_squeal,blast,riff_based,lofi,youtube,battle_jacket,boots,indoor,full,long,headphones,home,medium,none,lurker,red,nihilism,gore,hoodies,vintage,small_venue,elitist,albums,2000s,mosh,,extreme,mid,intense,active,A,W,Z,W,W,Z,X,Y,W,X,Y
Frozen Crown,power metal,italy,female,164.8099248329225,5.456786590277621,5.307973548164435,4.148144890490872,5.542714566073884,6.596258222334833,5.4379391031000335,5.092842384671262,2.998841410260518,7.598143075429235,10.0,4.738238524191599,116.67909400224914,5.69795452871589,3.512384524398564,3.6020506256669167,5.558106537679319,4.731252681823977,8.962109009885994,5.0,0.0,6.221271807835869,1.0,2.8846727543740873,5.233755650149578,737.7747782172104,547.2933821674989,6.0,3.6574208801732437,9.084672359820322,6.317978908519018,4.909767817206909,6.960979564582418,2.995565209883076,3.175052285484113,2.8903751886511797,4.0900487676683,737.5056147118501,4.474165312820496,-4.389114584864837,-0.5434503273034238,2.5283564752089505,0.895780511037257,-0.6437556138323068,0.49105460480878543,0.8938183535575839,-0.43540562742738964,-1.1336916855468007,0.3760953675539912,power metal,progressive metal,Frozen Crown,underground,keys,clean,technical,melodic,modern,bandcamp,casual_jeans,docs,both,full,long,studio_monitors,commute,large,sci_fi,lurker,black,emotional,abstract,vinyls,surreal,small_venue,experimental,playlists,90s,drink,,mid,high,regular,active,C,X,X,Z,Y,Z,W,W,Y,Y,W
